"ITTER107","Territory","TIPO_DATO15","Data type","SEXISTAT1","Gender","ISO","Most relevant country of citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITE2","Umbria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",1692,,
"ITE2","Umbria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",2921,,
"ITE2","Umbria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",2614,,
"ITE2","Umbria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",2135,,
"ITE2","Umbria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",5532,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",3575,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",4568,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",5029,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",7729,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",8404,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",5605,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",3580,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",4218,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",6335,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",3879,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",6476,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",4569,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",6845,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",8777,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",11289,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",11856,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",9218,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",6943,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",9258,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",6071,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",8843,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",12764,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",4733,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",5048,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",6990,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",9793,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",11158,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",9169,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",9470,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",12334,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",8708,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",8888,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",19027,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",1274,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",1177,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",1799,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",2964,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",3611,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",2965,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",2682,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",3145,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",2612,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",1819,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",3877,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",134,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",134,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",175,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",274,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",355,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",311,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",426,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",504,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",395,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",461,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",1042,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",1251,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",1343,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",1809,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",2630,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",2867,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",2495,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",2538,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",3121,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",1878,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",2396,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",4723,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",1064,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",1281,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",1799,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",2153,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",2376,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",1422,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",1561,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",2419,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",1984,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",1917,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",4232,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",170,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",175,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",176,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",340,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",279,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",258,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",252,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",418,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",355,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",347,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",746,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",840,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",938,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",1232,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",1432,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",1670,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",1718,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",2011,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",2727,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",1484,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",1948,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",4407,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",2291,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",2776,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",3049,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",3997,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",4783,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",3918,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",3356,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",4012,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",3405,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",4562,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",8746,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",1761,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",2053,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",2469,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",3136,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",3939,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",3253,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",2712,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",3335,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",2836,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",3861,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",7406,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2012","2012",530,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2013","2013",723,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2014","2014",580,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2015","2015",861,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2016","2016",844,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2017","2017",665,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2018","2018",644,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2019","2019",677,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2020","2020",569,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2021","2021",701,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","WORLD","All countries of the world","2022","2022",1340,,
"IT","Italy","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",3669,,
"IT","Italy","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",10041,,
"ITC","Nord-ovest","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",1240,,
"ITC","Nord-ovest","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",2265,,
"ITC1","Piemonte","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",920,,
"ITC1","Piemonte","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",1433,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",6,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",13,,
"ITC3","Liguria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",121,,
"ITC3","Liguria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",269,,
"ITC4","Lombardia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",193,,
"ITC4","Lombardia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",550,,
"ITD","Nord-est","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",324,,
"ITD","Nord-est","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",852,,
"ITDA","Trentino Alto Adige / Südtirol","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",14,,
"ITDA","Trentino Alto Adige / Südtirol","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",45,,
"ITD3","Veneto","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",101,,
"ITD3","Veneto","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",245,,
"ITD4","Friuli-Venezia Giulia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",68,,
"ITD4","Friuli-Venezia Giulia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",183,,
"ITD5","Emilia-Romagna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",141,,
"ITD5","Emilia-Romagna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",379,,
"ITE","Centro (I)","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",635,,
"ITE","Centro (I)","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",1561,,
"ITE1","Toscana","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",148,,
"ITE1","Toscana","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",299,,
"ITE2","Umbria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",42,,
"ITE2","Umbria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",139,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",107,,
"ITE3","Marche","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",430,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",338,,
"ITE4","Lazio","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",693,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",636,,
"ITF","Sud","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",3116,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",79,,
"ITF1","Abruzzo","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",283,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",108,,
"ITF2","Molise","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",597,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",183,,
"ITF3","Campania","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",570,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",63,,
"ITF4","Puglia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",195,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",49,,
"ITF5","Basilicata","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",313,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",154,,
"ITF6","Calabria","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",1158,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",834,,
"ITG","Isole","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",2247,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",719,,
"ITG1","Sicilia","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",2006,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2021","2021",115,,
"ITG2","Sardegna","ACQCITIZ","foreigners who acquired Italian citizenship","9","total","AR","Argentina","2022","2022",241,,
